Wall time,Step,Value
1639209494.738709,1,0.00494233937934041
1639209498.991183,11,0.9080389738082886
1639209501.4344354,21,0.9523696899414062
1639209504.5827494,31,0.9675861597061157
1639209507.1526892,41,0.9752985239028931
1639209509.7032776,51,0.9799986481666565
1639209512.1951828,61,0.9835260510444641
1639209514.854959,71,0.965652585029602
1639209517.3944197,81,0.9405362010002136
1639209520.37426,91,0.9251166582107544
1639209522.8875136,101,0.9076141715049744
1639209525.5411768,111,0.8939794898033142
1639209528.4800944,121,0.8758522272109985
1639209531.064654,131,0.8660520315170288
1639209533.6382592,141,0.8601416945457458
1639209536.2288775,151,0.8568364381790161
1639209538.7648716,161,0.8527968525886536
1639209541.4070215,171,0.8491126298904419
1639209543.9573123,181,0.8486492037773132
1639209546.6486456,191,0.8356062173843384
1639209549.9250343,201,0.8317696452140808
1639209552.7847853,211,0.836686909198761
1639209555.6132123,221,0.8386512994766235
1639209558.7660823,231,0.8369999527931213
1639209561.4925501,241,0.8352898955345154
1639209564.0874636,251,0.8349627256393433
1639209566.6145232,261,0.8345649838447571
1639209569.1928208,271,0.8302630186080933
1639209571.6631203,281,0.8311721682548523
1639209574.2463372,291,0.8318743109703064
1639209577.0437825,301,0.832910418510437
1639209579.7749372,311,0.8351695537567139
1639209582.3219764,321,0.8340712189674377
1639209584.8782194,331,0.833001434803009
1639209587.4130118,341,0.8334460854530334
1639209590.0522487,351,0.8329094052314758
1639209592.542149,361,0.8297269344329834
1639209595.10791,371,0.830470085144043
1639209597.6459167,381,0.8312250971794128
1639209600.3275228,391,0.8326696753501892
1639209602.8919313,401,0.8332113027572632
1639209605.518723,411,0.8318812847137451
1639209608.1159468,421,0.8325390219688416
1639209610.7725642,431,0.8335872888565063
1639209613.307623,441,0.8344818949699402
1639209615.9311461,451,0.8344475626945496
1639209618.5617123,461,0.8310683965682983
1639209621.147867,471,0.8331921100616455
1639209623.7475114,481,0.8321553468704224
1639209626.4030485,491,0.8330164551734924
1639209629.04101,501,0.8339181542396545
1639209631.7290823,511,0.8338879942893982
1639209634.3167877,521,0.8341159820556641
1639209637.0333974,531,0.8334693312644958
1639209639.6229005,541,0.833288311958313
1639209642.2922888,551,0.8337348699569702
1639209644.8714871,561,0.8325518369674683
1639209647.574123,571,0.83177250623703
1639209650.1691532,581,0.8311240673065186
1639209652.8244536,591,0.8294021487236023
1639209655.4386194,601,0.8303008079528809
1639209658.1656077,611,0.8304025530815125
1639209660.794806,621,0.828589677810669
1639209663.7052443,631,0.8280999660491943
1639209666.366606,641,0.8280960321426392
1639209669.1132882,651,0.8258833289146423
1639209671.773606,661,0.8244436383247375
1639209674.4183345,671,0.8243470191955566
1639209677.0782363,681,0.8250788450241089
1639209679.8432894,691,0.8251590728759766
1639209682.5193553,701,0.8247559666633606
1639209685.2477207,711,0.825388491153717
1639209687.9598596,721,0.8252542614936829
1639209690.7645965,731,0.8244680762290955
1639209693.5112524,741,0.8241640329360962
1639209696.361807,751,0.8236389756202698
1639209699.0789826,761,0.8230525255203247
