Wall time,Step,Value
1639137574.8798761,1,0.7661352157592773
1639137578.5201197,11,0.7116742730140686
1639137580.2582364,21,0.6762865781784058
1639137582.0223145,31,0.7232574820518494
1639137583.7868614,41,0.6651540994644165
1639137585.3245194,51,0.611189067363739
1639137587.0182083,61,0.6471678614616394
1639137589.9785144,71,0.6469647884368896
1639137592.2226539,81,0.6559078693389893
1639137594.3058405,91,0.655516505241394
1639137596.6023808,101,0.6433138251304626
1639137599.350205,111,0.6768624186515808
1639137601.7901492,121,0.6888940334320068
1639137604.454112,131,0.6303776502609253
1639137607.1354344,141,0.6590003967285156
1639137610.2074018,151,0.6291435360908508
1639137612.8920488,161,0.6377828121185303
1639137615.5475085,171,0.5739718079566956
1639137618.601771,181,0.6020775437355042
1639137621.3031657,191,0.6548019647598267
1639137624.2054005,201,0.6236695051193237
1639137626.618434,211,0.6039584279060364
1639137628.70871,221,0.5935859680175781
1639137631.5374491,231,0.5919529795646667
1639137633.91621,241,0.6010696291923523
1639137636.0364838,251,0.6054061651229858
1639137637.9604764,261,0.6467668414115906
1639137639.8127084,271,0.7010002732276917
1639137641.9845102,281,0.5784960985183716
1639137643.8962893,291,0.6778720617294312
1639137645.8024766,301,0.5692616701126099
1639137647.5285306,311,0.5679251551628113
1639137649.3654358,321,0.5677443742752075
1639137651.3015118,331,0.5479309558868408
1639137652.9121614,341,0.6081586480140686
1639137654.9642696,351,0.5468839406967163
1639137656.6363845,361,0.6008405685424805
1639137658.5158625,371,0.6106761693954468
1639137660.1486273,381,0.5926029682159424
1639137662.1151974,391,0.6072680950164795
1639137664.5314353,401,0.6342574954032898
1639137666.5994267,411,0.6393213272094727
1639137668.513778,421,0.6204440593719482
1639137670.315964,431,0.5809364318847656
1639137672.6852992,441,0.6154861450195312
1639137674.8414435,451,0.6393805146217346
1639137676.585314,461,0.6109033226966858
1639137678.3330798,471,0.6184823513031006
1639137679.660943,481,0.6202930212020874
1639137681.1263545,491,0.6670984625816345
1639137682.7734284,501,0.5956792831420898
1639137684.5912437,511,0.5672492384910583
1639137686.80344,521,0.5581256151199341
1639137688.7029824,531,0.6187207698822021
1639137690.5898542,541,0.5639287233352661
1639137692.4280388,551,0.6032677888870239
1639137694.4929802,561,0.6026498079299927
1639137696.1960614,571,0.6031979322433472
1639137697.928047,581,0.6149767637252808
1639137699.4495506,591,0.5531771183013916
1639137701.0133436,601,0.6121371984481812
1639137702.5059462,611,0.5794892311096191
1639137704.3870547,621,0.655702531337738
1639137706.788634,631,0.5622996091842651
1639137709.1204233,641,0.6059093475341797
1639137711.845702,651,0.6878994703292847
1639137714.9694965,661,0.6267032027244568
1639137718.2645028,671,0.5487903356552124
