Wall time,Step,Value
1639124818.4922469,1,0.7346278429031372
1639124822.7966344,11,0.9749618172645569
1639124825.6629834,21,0.9870733618736267
1639124828.4845045,31,0.9911988973617554
1639124831.2168279,41,0.9932951927185059
1639124834.025451,51,0.994570791721344
1639124836.8199186,61,0.9926334023475647
1639124839.658255,71,0.97126305103302
1639124842.4632115,81,0.9441484808921814
1639124845.372684,91,0.9283073544502258
1639124848.1470017,101,0.910676896572113
1639124851.0368361,111,0.8959558606147766
1639124853.8659248,121,0.8791782855987549
1639124856.6793284,131,0.8748989105224609
1639124859.5565152,141,0.8653575778007507
1639124862.448946,151,0.8611961603164673
1639124865.289578,161,0.8577234745025635
1639124868.1181707,171,0.8552576899528503
1639124870.9765115,181,0.8539191484451294
1639124874.0575514,191,0.8425183296203613
1639124877.1426077,201,0.8386579751968384
1639124880.0899835,211,0.8425185680389404
1639124883.0898006,221,0.8438810706138611
1639124885.9672341,231,0.8424217104911804
1639124889.0885227,241,0.8404467105865479
1639124892.0613034,251,0.8401232957839966
1639124895.0750551,261,0.8396392464637756
1639124897.8840363,271,0.8350661396980286
1639124900.6149082,281,0.836365282535553
1639124903.3627539,291,0.8367030620574951
1639124906.2875288,301,0.8368133902549744
1639124909.180581,311,0.8388499617576599
1639124911.9939048,321,0.8373605608940125
1639124914.7167299,331,0.8352594971656799
1639124917.5111775,341,0.835136353969574
1639124920.4576516,351,0.8342575430870056
1639124923.3616116,361,0.8308402299880981
1639124926.271236,371,0.831179678440094
1639124929.2751803,381,0.8318054676055908
1639124932.2382514,391,0.8331876993179321
1639124935.0961971,401,0.833592414855957
1639124938.0497649,411,0.832446813583374
1639124940.9013753,421,0.8330627083778381
1639124943.8653448,431,0.8340966105461121
1639124946.6915505,441,0.834973931312561
1639124949.6171112,451,0.8347973823547363
1639124952.5455115,461,0.830737292766571
1639124955.5494118,471,0.8325951099395752
1639124958.6575952,481,0.8320473432540894
1639124961.4997072,491,0.8329950571060181
1639124964.4776797,501,0.8338322043418884
1639124967.3771644,511,0.8337710499763489
1639124970.3303444,521,0.8340529203414917
1639124973.2801056,531,0.8335210084915161
1639124976.1951604,541,0.8333694338798523
1639124979.1881943,551,0.8335862755775452
1639124982.0904949,561,0.8325235843658447
1639124985.0866094,571,0.8317847847938538
1639124988.1087325,581,0.8308916687965393
1639124991.2798715,591,0.8291008472442627
1639124994.6276143,601,0.8297439813613892
1639124997.6445053,611,0.8297685384750366
1639125000.7040174,621,0.8276722431182861
1639125003.9312608,631,0.8269556164741516
1639125007.0523458,641,0.8270551562309265
1639125010.1880198,651,0.8246397376060486
1639125012.8595147,661,0.8234057426452637
1639125015.6353047,671,0.8231068849563599
1639125018.3598552,681,0.823620617389679
1639125021.2008893,691,0.8236299157142639
1639125023.9831033,701,0.8239365220069885
1639125026.8206303,711,0.8244901299476624
1639125029.5815365,721,0.824398398399353
1639125032.3980494,731,0.823329508304596
1639125035.2490387,741,0.8230589628219604
1639125038.4542735,751,0.8222190737724304
1639125041.36991,761,0.8217454552650452
1639125044.3249345,771,0.8213320374488831
1639125047.142486,781,0.822009801864624
1639125049.9811666,791,0.8228191137313843
1639125052.8243835,801,0.823613166809082
1639125055.873853,811,0.8232410550117493
1639125058.746187,821,0.8237761855125427
1639125061.8012397,831,0.8240618705749512
1639125064.787643,841,0.8235710263252258
1639125067.816637,851,0.8237116932868958
1639125070.8629909,861,0.8240224719047546
1639125073.874394,871,0.8240880966186523
1639125076.8807783,881,0.8245066404342651
1639125079.875512,891,0.8250246047973633
1639125082.9389343,901,0.8245392441749573
1639125086.081284,911,0.8240812420845032
1639125089.3363008,921,0.8242883086204529
1639125092.506998,931,0.8242150545120239
1639125095.5837007,941,0.8245559930801392
1639125098.7586172,951,0.8249898552894592
1639125101.938104,961,0.8247568011283875
1639125105.1194355,971,0.8246863484382629
1639125108.4264376,981,0.8243921995162964
1639125111.5954168,991,0.8242884278297424
1639125114.7784677,1001,0.8249059319496155
1639125117.9670188,1011,0.8248584866523743
1639125121.1317778,1021,0.8250407576560974
1639125124.2219284,1031,0.8257062435150146
1639125127.4166636,1041,0.8260555267333984
1639125130.582922,1051,0.8256101608276367
1639125133.6658013,1061,0.825566828250885
1639125136.6571903,1071,0.8254407048225403
1639125139.7005277,1081,0.8252447843551636
1639125142.6905005,1091,0.8248687386512756
