Wall time,Step,Value
1639068197.8801122,1,0.4958237137794495
1639068200.2271175,11,0.496004917755127
1639068201.91175,21,0.4960157871246338
1639068203.3439884,31,0.4967615306377411
1639068204.699928,41,0.49955102801322937
1639068205.7787018,51,0.5018753409385681
1639068206.7387562,61,0.50233393907547
1639068207.9082227,71,0.502068042755127
1639068209.1340516,81,0.5020875930786133
1639068210.0467694,91,0.5016920566558838
1639068211.1672149,101,0.5018276572227478
1639068212.1077,111,0.5010561347007751
1639068213.2207227,121,0.5012487173080444
1639068214.2691782,131,0.5011680126190186
1639068215.2729385,141,0.5012883543968201
1639068216.4168139,151,0.5009272694587708
1639068217.4797766,161,0.5014026165008545
1639068218.5166347,171,0.5017337203025818
1639068219.5177145,181,0.5015127658843994
1639068220.6556578,191,0.5014097690582275
1639068221.6236928,201,0.5012417435646057
1639068222.8222866,211,0.5013701319694519
1639068223.808667,221,0.5016689896583557
1639068224.8253317,231,0.5015416741371155
1639068226.0515628,241,0.5018282532691956
1639068227.052885,251,0.5015215277671814
1639068228.0563629,261,0.5015636682510376
1639068229.2522326,271,0.5014930367469788
1639068230.251744,281,0.5015139579772949
1639068231.332846,291,0.5014950633049011
1639068232.4025705,301,0.5018338561058044
1639068233.447797,311,0.5014705657958984
1639068234.4559174,321,0.5015051364898682
1639068235.6778672,331,0.5015085339546204
1639068236.73756,341,0.5015959143638611
1639068237.8833036,351,0.5016815662384033
1639068238.9363863,361,0.5016960501670837
1639068239.9276567,371,0.501559317111969
1639068241.066709,381,0.5012406706809998
1639068242.0785124,391,0.5011166334152222
1639068243.1095161,401,0.5011751651763916
1639068244.1474419,411,0.5010490417480469
1639068245.2133868,421,0.5010280609130859
1639068246.2550848,431,0.5008454322814941
1639068247.3711116,441,0.5006861090660095
1639068248.4051528,451,0.5005103349685669
1639068249.6461494,461,0.5005130767822266
1639068250.6774125,471,0.5005056262016296
1639068251.9359047,481,0.5003895163536072
1639068253.01679,491,0.5005315542221069
1639068254.2316222,501,0.5002889633178711
1639068255.4521084,511,0.5003743171691895
1639068256.57494,521,0.5003641247749329
1639068257.7646077,531,0.5004637241363525
1639068258.854296,541,0.5003595352172852
1639068260.0288873,551,0.5004050135612488
1639068261.2296999,561,0.5004580020904541
1639068262.2953598,571,0.5005173683166504
1639068263.9933348,581,0.5005385875701904
1639068265.086856,591,0.5006868243217468
1639068266.286642,601,0.5007978081703186
1639068267.217154,611,0.5007408261299133
1639068268.441467,621,0.5006896257400513
1639068269.518513,631,0.5008645057678223
1639068270.7746193,641,0.5008988380432129
1639068272.0681648,651,0.5008216500282288
1639068273.1741343,661,0.5007002949714661
1639068274.409111,671,0.5006465911865234
1639068275.546182,681,0.5006743669509888
1639068276.6201448,691,0.5008789896965027
1639068277.7899072,701,0.5008280873298645
1639068278.838284,711,0.500813364982605
1639068279.806863,721,0.5007891058921814
1639068280.8476512,731,0.5008065700531006
1639068281.9106116,741,0.5006712675094604
1639068282.9033985,751,0.500676155090332
1639068284.195942,761,0.5007085800170898
1639068285.4520915,771,0.5007314682006836
1639068286.5085077,781,0.5006168484687805
1639068287.6236289,791,0.5006258487701416
1639068288.5970244,801,0.5007216930389404
1639068289.5697126,811,0.5008232593536377
1639068290.7348714,821,0.5008485913276672
1639068291.726211,831,0.5007801055908203
1639068292.6888516,841,0.5009178519248962
1639068293.8691773,851,0.5009362101554871
1639068294.832689,861,0.5008357167243958
1639068295.910667,871,0.5007728338241577
1639068297.0386372,881,0.5008392930030823
1639068298.0359318,891,0.5009479522705078
1639068299.1539018,901,0.5010704398155212
1639068300.310708,911,0.5010486245155334
1639068301.2996795,921,0.5010293126106262
1639068302.4541554,931,0.5010406970977783
1639068303.5918396,941,0.5011087656021118
1639068304.5761797,951,0.5009803175926208
1639068305.740862,961,0.500963568687439
1639068306.8335605,971,0.5009222626686096
1639068307.83059,981,0.5009254217147827
1639068309.0312731,991,0.5008636713027954
1639068310.0347998,1001,0.5007992386817932
1639068311.081355,1011,0.5008536577224731
1639068312.1549938,1021,0.5009539723396301
1639068313.2424924,1031,0.5010078549385071
1639068314.3318923,1041,0.5010172128677368
1639068315.3158455,1051,0.5010215044021606
1639068316.562493,1061,0.5009980201721191
1639068317.6863403,1071,0.5009869933128357
1639068318.8297958,1081,0.5009291172027588
1639068319.800218,1091,0.5009621977806091
1639068320.8591297,1101,0.5009129643440247
1639068321.9137654,1111,0.5009636878967285
1639068323.0171044,1121,0.5009363293647766
1639068324.0863128,1131,0.5009965896606445
1639068325.3317983,1141,0.5010393857955933
1639068326.3859959,1151,0.5009933114051819
1639068327.5131345,1161,0.5010021924972534
1639068328.6336486,1171,0.500985324382782
1639068329.67199,1181,0.5009984374046326
1639068330.6671052,1191,0.501072347164154
1639068331.8301342,1201,0.5010718703269958
1639068332.915753,1211,0.5010900497436523
1639068333.9540567,1221,0.5010479688644409
1639068335.038158,1231,0.5010506510734558
1639068336.1252277,1241,0.5010553002357483
1639068337.0804274,1251,0.5010338425636292
1639068338.3574033,1261,0.5010421276092529
1639068339.3291502,1271,0.5011361241340637
1639068340.461706,1281,0.5010556578636169
1639068341.51425,1291,0.5010397434234619
1639068342.654088,1301,0.5010550022125244
1639068343.693309,1311,0.501115083694458
1639068344.794219,1321,0.5011121034622192
1639068345.9012063,1331,0.5011438131332397
1639068347.0334535,1341,0.501105546951294
1639068348.2352507,1351,0.5010301470756531
1639068349.239399,1361,0.5009989142417908
